echem_swv,rep,minutes_swv,E_swv,electrode_swv,current_swv,max_current_swv,echem_gc,minutes_gc,E_gc,electrode_gc,current_gc,max_current_gc,reactor
swv,9,1268.1666666666667,-0.281,i2,7.6828164e-6,7.6828164e-6,gc,1268,-0.399,i2,-8.5604955e-7,8.5604955e-7,soak_2
swv,10,1270.6666666666667,-0.278,i2,7.8422008e-6,7.8422008e-6,gc,1270.5,-0.399,i2,-8.9014208e-7,8.9014208e-7,soak_2
swv,11,1273.1833333333334,-0.272,i2,8.0604559e-6,8.0604559e-6,gc,1273,-0.399,i2,-9.2546395e-7,9.2546395e-7,soak_2
swv,12,1275.6833333333334,-0.282,i2,8.1575872e-6,8.1575872e-6,gc,1275.5,-0.399,i2,-9.4916231e-7,9.4916231e-7,soak_2
swv,1,1248.1666666666667,-0.28,i2,3.7154598e-6,3.7154598e-6,gc,1248,-0.399,i2,-6.9967889e-8,6.9967889e-8,soak_2
swv,2,1250.6666666666667,-0.28,i2,4.6575792e-6,4.6575792e-6,gc,1250.5,-0.399,i2,-2.2771256e-7,2.2771256e-7,soak_2
swv,3,1253.1666666666667,-0.288,i2,5.3281783e-6,5.3281783e-6,gc,1253,-0.399,i2,-3.8270929e-7,3.8270929e-7,soak_2
swv,4,1255.6666666666667,-0.278,i2,5.8877931e-6,5.8877931e-6,gc,1255.5,-0.399,i2,-5.0524875e-7,5.0524875e-7,soak_2
swv,5,1258.1666666666667,-0.274,i2,6.4631572e-6,6.4631572e-6,gc,1258,-0.399,i2,-6.065676e-7,6.065676e-7,soak_2
swv,6,1260.6666666666667,-0.275,i2,6.9795669e-6,6.9795669e-6,gc,1260.5,-0.399,i2,-6.9164281e-7,6.9164281e-7,soak_2
swv,7,1263.1666666666667,-0.271,i2,7.2233829e-6,7.2233829e-6,gc,1263,-0.399,i2,-7.5447576e-7,7.5447576e-7,soak_2
swv,8,1265.6666666666667,-0.271,i2,7.5501484e-6,7.5501484e-6,gc,1265.5,-0.399,i2,-8.1058914e-7,8.1058914e-7,soak_2
