img_num,time,bleach_int,ref_int,filename,condition,agarose,PYO,objective,excitation,resolution,bleach_rep,bleach_speed,id
158,38.4153,5588.509,5616.537,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
159,38.606,5530.304,5765.613,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
160,38.7871,5500.072,5671.961,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
161,38.9781,5548.499,5839.474,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
162,39.1582,5583.209,5684.932,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
163,39.3353,5573.043,5764.489,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
164,39.5074,5537.414,5834.419,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
165,39.6875,5639.466,5782.527,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
166,39.8766,5667.982,5752.822,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
167,40.0587,5730.965,5673.073,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
168,40.2478,5635.397,5618.931,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
169,40.4278,5597.981,5697.186,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
170,40.6109,5432.997,5728.998,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
171,40.796,5618.355,5858.026,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
172,40.9761,5706.378,5732.136,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
173,41.1592,5608.979,5728.145,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
174,41.3483,5659.116,5749.42,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
175,41.5284,5548.437,5704.419,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
176,41.7195,5679.316,5790.426,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
177,41.9186,5615.785,5768.629,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
178,42.0986,5675.338,5756.497,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
179,42.2787,5627.609,5784.071,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
180,42.4678,5699.334,5786.903,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
181,42.6479,5520.141,5659.442,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
182,42.839,5590.793,5643.153,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
183,43.0191,5625.005,5687.022,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
184,43.1992,5643.283,5771.263,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
185,43.3903,5662.482,5793.318,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
186,43.5683,5631.093,5593.811,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
187,43.7454,5471.492,5640.844,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
188,43.9175,5703.878,5712.785,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
189,44.1056,5681.073,5797.606,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
190,44.2887,5646.333,5676.513,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
191,44.4688,5612.224,5826.954,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
192,44.6599,5526.624,5813.777,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
193,44.84,5751.657,5699.296,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
194,45.018,5642.023,5794.474,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
195,45.2061,5639.573,5728.314,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
196,45.3862,5536.321,5772.728,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
197,45.5773,5553.837,5740.158,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
198,45.7584,5660.081,5610.659,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
199,45.9385,5639.186,5794.469,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
200,46.1296,5718.292,5694.978,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
201,46.3097,5674.304,5791.408,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
202,46.5058,5670.509,5790.605,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
203,46.6968,5562.926,5805.871,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
204,46.8779,5620.734,5708.718,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
205,47.058,5659.129,5754.422,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
206,47.2491,5630.928,5679.348,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
207,47.4322,5658.265,5775.938,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
208,47.6063,5653.793,5686.664,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
209,47.7974,5662.193,5763.053,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
210,47.9785,5623.171,5662.533,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
211,48.1665,5592.264,5741.447,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
212,48.3496,5784.722,5725.056,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
213,48.5267,5614.756,5756.037,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
214,48.7588,5689.653,5857.221,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
215,48.9469,5660.202,5650.271,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
216,49.128,5643.2,5716.505,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
217,49.3191,5613.945,5611.312,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
218,49.4992,5703.488,5811.472,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
219,49.6902,5607.146,5764.814,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
220,50.0583,5737.217,5845.764,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
221,50.2394,5825.145,5848.857,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
222,50.4495,5640.588,5664.2,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
223,50.6236,5695.243,5735.912,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
224,50.8047,5676.761,5838.637,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
225,51.0008,5569.46,5751.091,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
226,51.2579,5618.564,5725.89,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
227,51.449,5638.385,5757.605,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
228,51.629,5611.002,5688.357,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
229,51.8201,5680.279,5800.28,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
230,52.0002,5723.33,5774.232,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
231,52.1773,5626.365,5654.755,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
232,52.3714,5675.933,5676.035,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
233,52.5465,5674.474,5763.483,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
234,52.7346,5671.51,5722.571,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
235,52.9177,5608.743,5836.1,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
236,53.0927,5685.38,5752.556,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
237,53.4498,5529.203,5757.556,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
238,53.6359,5684.163,5782.738,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
239,53.816,5536.145,5835.112,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
240,54.0071,5550.908,5665.476,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
241,54.1872,5701.944,5715.863,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
242,54.3673,5642.469,5817.347,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
243,54.5594,5662.71,5840.798,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
244,54.7394,5595.252,5781.445,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
245,54.9165,5697.513,5832.595,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
246,55.1076,5496.884,5944.237,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
247,55.2877,5694.727,5825.872,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
248,55.4768,5668.725,5737.465,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
249,55.6589,5622.485,5793.422,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
250,55.84,5491.876,5581.991,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_8,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,8
1,0,6321.458,6296.936,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
2,0.1841,6213.865,6156.22,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
3,0.3642,6160.017,6173.362,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
4,0.5523,6221.635,6185.881,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
5,0.7304,6020.526,6083.78,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
6,0.9704,6049.46,6083.021,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
7,1.1505,6183.774,6112.564,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
8,1.3306,6036.84,6185.528,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
9,1.5217,6058.611,6048.903,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
10,1.7028,6150.521,6089.25,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
11,10.7068,4974.313,5978.34,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
12,10.8939,4973.107,6094.456,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
13,11.071,4960.239,5896.007,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
14,11.2651,5147.352,5949.103,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
15,11.4451,5128.821,5954.79,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
16,11.6222,5179.332,5841.848,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
17,11.8083,5183.851,5904.106,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
18,11.9914,5222.828,5985.373,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
19,12.1795,5264.412,6047.884,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
20,12.3576,5390.878,5962.716,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
21,12.5427,5301.888,5872.87,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
22,12.7258,5364.192,5753.571,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
23,12.9088,5300.042,5880.202,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
24,13.0969,5479.109,5890.595,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
25,13.277,5385.505,5983.913,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
26,13.4571,5365.902,5860.948,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
27,13.6492,5521.461,5836.499,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
28,13.8313,5458.96,5939.924,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
29,14.0124,5374.663,5948.774,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
30,14.2035,5494.925,5889.127,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
31,14.3836,5560.46,5956.54,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
32,14.5686,5443.203,5791.931,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
33,14.7817,5642.726,5837.887,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
34,14.9708,5573.286,5945.859,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
35,15.1509,5439.737,5897.34,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
36,15.331,5432.733,5910.9,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
37,15.5191,5541.304,5889.067,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
38,15.7022,5686.743,5889.851,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
39,15.8933,5582.66,5909.889,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
40,16.0703,5597.832,5825.877,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
41,16.2484,5451.817,5842.286,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
42,16.4395,5655.271,5855.564,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
43,16.6166,5669.819,5838.397,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
44,16.7967,5580.734,5871.549,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
45,16.9688,5521.318,5766.504,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
46,17.1629,5706.479,5803.015,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_9,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,9
