img_num,time,bleach_int,ref_int,filename,condition,agarose,PYO,objective,excitation,resolution,bleach_rep,bleach_speed,id
140,35.264,5384.757,5417.012,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
141,35.4581,5376.805,5458.959,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
142,35.6352,5331.695,5398.467,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
143,35.8153,5328.878,5435.802,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
144,36.0064,5265.908,5377.929,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
145,36.1894,5359.391,5390.076,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
146,36.3675,5298.132,5574.25,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
147,36.5586,5347.635,5498.076,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
148,36.7387,5465.687,5423.394,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
149,36.9248,5398.772,5552.428,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
150,37.1049,5311.125,5402.201,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
151,37.285,5320.691,5532.864,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
152,37.4761,5372.547,5348.919,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
153,37.6562,5437.81,5384.006,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
154,37.8332,5316.207,5509.36,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
155,38.0083,5388.138,5512.004,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
156,38.1964,5222.084,5355.193,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
157,38.3775,5384.918,5480.234,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
158,38.5576,5371.703,5412.609,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
159,38.7487,5382.486,5619.306,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
160,38.9258,5314.815,5493.507,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
161,39.1249,5352.766,5470.517,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
162,39.3189,5439.173,5414.78,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
163,39.497,5265.285,5505.165,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
164,39.6771,5285.305,5482.097,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
165,39.8652,5412.191,5385.046,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
166,40.0483,5308.173,5449.897,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
167,40.2254,5399.606,5509.568,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
168,40.4195,5246.905,5622.771,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
169,40.5946,5236.302,5512.264,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
170,40.7886,5368.525,5561.294,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
171,40.9627,5458.442,5411.371,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
172,41.1458,5379.952,5608.098,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
173,41.3779,5416.441,5493.851,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
174,41.569,5323.874,5560.248,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
175,41.7441,5300.27,5525.571,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
176,41.9162,5333.455,5612.837,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
177,42.1103,5308.788,5463.268,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
178,42.2844,5312.196,5421.721,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
179,42.4674,5318.696,5403.152,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
180,42.6555,5360.942,5456.228,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
181,42.8366,5405.593,5444.032,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
182,43.0167,5291.154,5563.45,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
183,43.2108,5403.174,5457.76,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
184,43.3849,5263.862,5454.899,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
185,43.579,5347.142,5568.156,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
186,43.7541,5298.273,5405.808,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
187,43.9371,5372.525,5592.921,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
188,44.1252,5236.952,5389.657,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
189,44.3023,5381.025,5510.559,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
190,44.4914,5322.253,5422.328,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
191,44.6765,5295.794,5464.558,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
192,44.8546,5321.14,5570.04,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
193,45.0477,5485.766,5490.683,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
194,45.2258,5430.568,5493.145,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
195,45.4058,5320.499,5620.144,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
196,45.5969,5274.175,5473.335,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
197,45.777,5268.669,5435.957,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
198,45.9651,5343.243,5444.18,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
199,46.1482,5400.685,5373.349,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
200,46.3283,5359.677,5476.037,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
201,46.5144,5347.564,5408.481,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
202,46.6945,5341.339,5494.748,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
203,46.8776,5376.214,5463.256,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
204,47.0656,5316.049,5429.141,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
205,47.2467,5261.237,5556.145,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
206,47.4378,5335.794,5510.343,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
207,47.6179,5405.292,5494.942,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
208,47.795,5422.356,5396.421,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
209,47.9811,5461.407,5534.967,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
210,48.1962,5381.503,5423.101,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
211,48.3853,5363.943,5557.453,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
212,48.5683,5372.42,5491.891,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
213,48.7564,5343.012,5471.462,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
214,48.9365,5373.673,5524.361,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
215,49.1136,5380.531,5441.801,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
216,49.3077,5378.845,5518.327,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
217,49.4858,5363.371,5402.737,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
218,49.6659,5407.353,5435.213,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
219,49.86,5413.206,5506.917,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
220,50.037,5295.775,5515.391,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
221,50.2251,5302.102,5466.839,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
222,50.4052,5273.064,5549.459,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
223,50.5883,5334.613,5540.899,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
224,50.7774,5278.174,5462.709,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
225,50.9595,5409.159,5491.666,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
226,51.1316,5224.151,5432.265,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
227,51.4947,5400.662,5448.844,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
228,51.6758,5360.575,5539.601,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
229,51.8558,5323.641,5585.422,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
230,52.0439,5323.625,5529.052,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
231,52.224,5420.366,5519.695,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
232,52.4071,5391.71,5462.4,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
233,52.5952,5343.348,5517.551,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
234,52.7893,5320.292,5419.234,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
235,52.9754,5320.375,5420.799,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
236,53.1665,5249.148,5585.474,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
237,53.3465,5382.642,5461.932,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
238,53.5266,5390.265,5546.95,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
239,53.7177,5211.298,5508.461,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
240,53.8978,5356.941,5357.193,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
241,54.0889,5359.062,5519.903,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
242,54.458,5310.156,5523.701,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
243,54.6331,5382.162,5429.756,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
244,54.8132,5286.275,5566.344,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
245,55.0372,5307.636,5602.119,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
246,55.2173,5315.275,5423.372,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
247,55.4084,5397.655,5472.626,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
248,55.5885,5342.433,5514.938,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
249,55.7656,5237.647,5620.008,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
250,55.9597,5310.438,5366.556,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
1,0,6005.429,5952.994,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
2,0.1781,5781.376,6000.539,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
3,0.3582,5824.971,5795.968,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
4,0.7103,5927.731,5910.8,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
5,0.9014,5788.98,5798.498,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
6,1.0814,5922.953,5757.531,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
7,1.2725,5934.337,5797.934,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
8,1.4526,5844.96,5847.884,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
9,1.6327,5781.375,5710.508,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
10,1.8218,5813.198,5841.033,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
11,18.774,5019.739,5555.366,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
12,18.9621,4977.172,5628.174,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
13,19.1732,4988.118,5423.468,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
14,19.3582,4998.854,5552.334,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
15,19.5363,4943.034,5531.409,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
16,19.7074,4990.87,5619.648,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
17,19.9015,4918.422,5614.519,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
18,20.0796,5111.568,5495.205,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
19,20.2597,5062.41,5555.213,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
20,20.4478,5048.775,5442.138,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
21,20.6309,5112.489,5472.587,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
22,20.8109,5227.585,5414.057,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
23,21.002,5194.389,5567.839,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
24,21.1821,5226.705,5473.197,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
25,21.3712,5151.668,5498.117,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
26,21.5453,5261.968,5501.96,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
27,21.7284,5231.418,5445.574,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
28,21.9175,5137.848,5540.388,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_3sp_id_7,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,3sp,7
