# DNA modified electrode Data by Edmund Tse. 
# The third CV cycle for electrodes with well matched (wm) or mismatched (mm) duplex DNA,
# under aerobic or anaerobic conditions, and with or without PCN covalently attached.
E,Current,Construct,Aerobic,PCN
-0.325,3.50E-08,mm,TRUE,TRUE
-0.326,3.55E-08,mm,TRUE,TRUE
-0.327,3.60E-08,mm,TRUE,TRUE
-0.328,3.65E-08,mm,TRUE,TRUE
-0.329,3.70E-08,mm,TRUE,TRUE
-0.33,3.75E-08,mm,TRUE,TRUE
-0.331,3.80E-08,mm,TRUE,TRUE
-0.332,3.85E-08,mm,TRUE,TRUE
-0.333,3.90E-08,mm,TRUE,TRUE
-0.334,3.96E-08,mm,TRUE,TRUE
-0.335,4.01E-08,mm,TRUE,TRUE
-0.336,4.06E-08,mm,TRUE,TRUE
-0.337,4.12E-08,mm,TRUE,TRUE
-0.338,4.18E-08,mm,TRUE,TRUE
-0.339,4.24E-08,mm,TRUE,TRUE
-0.34,4.30E-08,mm,TRUE,TRUE
-0.341,4.36E-08,mm,TRUE,TRUE
-0.342,4.42E-08,mm,TRUE,TRUE
-0.343,4.48E-08,mm,TRUE,TRUE
-0.344,4.55E-08,mm,TRUE,TRUE
-0.345,4.62E-08,mm,TRUE,TRUE
-0.346,4.68E-08,mm,TRUE,TRUE
-0.347,4.75E-08,mm,TRUE,TRUE
-0.348,4.81E-08,mm,TRUE,TRUE
-0.349,4.89E-08,mm,TRUE,TRUE
-0.35,4.96E-08,mm,TRUE,TRUE
-0.351,5.04E-08,mm,TRUE,TRUE
-0.352,5.12E-08,mm,TRUE,TRUE
-0.353,5.19E-08,mm,TRUE,TRUE
-0.354,5.27E-08,mm,TRUE,TRUE
-0.355,5.35E-08,mm,TRUE,TRUE
-0.356,5.43E-08,mm,TRUE,TRUE
-0.357,5.52E-08,mm,TRUE,TRUE
-0.358,5.60E-08,mm,TRUE,TRUE
-0.359,5.69E-08,mm,TRUE,TRUE
-0.36,5.77E-08,mm,TRUE,TRUE
-0.361,5.86E-08,mm,TRUE,TRUE
-0.362,5.96E-08,mm,TRUE,TRUE
-0.363,6.05E-08,mm,TRUE,TRUE
-0.364,6.15E-08,mm,TRUE,TRUE
-0.365,6.24E-08,mm,TRUE,TRUE
-0.366,6.34E-08,mm,TRUE,TRUE
-0.367,6.44E-08,mm,TRUE,TRUE
-0.368,6.54E-08,mm,TRUE,TRUE
-0.369,6.65E-08,mm,TRUE,TRUE
-0.37,6.75E-08,mm,TRUE,TRUE
-0.371,6.86E-08,mm,TRUE,TRUE
-0.372,6.98E-08,mm,TRUE,TRUE
-0.373,7.09E-08,mm,TRUE,TRUE
-0.374,7.21E-08,mm,TRUE,TRUE
-0.375,7.32E-08,mm,TRUE,TRUE
-0.376,7.44E-08,mm,TRUE,TRUE
-0.377,7.57E-08,mm,TRUE,TRUE
-0.378,7.69E-08,mm,TRUE,TRUE
-0.379,7.81E-08,mm,TRUE,TRUE
-0.38,7.94E-08,mm,TRUE,TRUE
-0.381,8.07E-08,mm,TRUE,TRUE
-0.382,8.21E-08,mm,TRUE,TRUE
-0.383,8.34E-08,mm,TRUE,TRUE
-0.384,8.48E-08,mm,TRUE,TRUE
-0.385,8.61E-08,mm,TRUE,TRUE
-0.386,8.76E-08,mm,TRUE,TRUE
-0.387,8.90E-08,mm,TRUE,TRUE
-0.388,9.05E-08,mm,TRUE,TRUE
-0.389,9.20E-08,mm,TRUE,TRUE
-0.39,9.35E-08,mm,TRUE,TRUE
-0.391,9.50E-08,mm,TRUE,TRUE
-0.392,9.66E-08,mm,TRUE,TRUE
-0.393,9.81E-08,mm,TRUE,TRUE
-0.394,9.97E-08,mm,TRUE,TRUE
-0.395,1.01E-07,mm,TRUE,TRUE
-0.396,1.03E-07,mm,TRUE,TRUE
-0.397,1.05E-07,mm,TRUE,TRUE
-0.398,1.06E-07,mm,TRUE,TRUE
-0.399,1.08E-07,mm,TRUE,TRUE
-0.4,1.10E-07,mm,TRUE,TRUE
-0.401,1.12E-07,mm,TRUE,TRUE
-0.402,1.13E-07,mm,TRUE,TRUE
-0.403,1.15E-07,mm,TRUE,TRUE
-0.404,1.17E-07,mm,TRUE,TRUE
-0.405,1.19E-07,mm,TRUE,TRUE
-0.406,1.21E-07,mm,TRUE,TRUE
-0.407,1.23E-07,mm,TRUE,TRUE
-0.408,1.25E-07,mm,TRUE,TRUE
-0.409,1.27E-07,mm,TRUE,TRUE
-0.41,1.29E-07,mm,TRUE,TRUE
-0.411,1.31E-07,mm,TRUE,TRUE
-0.412,1.33E-07,mm,TRUE,TRUE
-0.413,1.35E-07,mm,TRUE,TRUE
-0.414,1.37E-07,mm,TRUE,TRUE
-0.415,1.40E-07,mm,TRUE,TRUE
-0.416,1.42E-07,mm,TRUE,TRUE
-0.417,1.44E-07,mm,TRUE,TRUE
-0.418,1.46E-07,mm,TRUE,TRUE
-0.419,1.49E-07,mm,TRUE,TRUE
-0.42,1.51E-07,mm,TRUE,TRUE
-0.421,1.54E-07,mm,TRUE,TRUE
-0.422,1.56E-07,mm,TRUE,TRUE
-0.423,1.59E-07,mm,TRUE,TRUE
-0.424,1.61E-07,mm,TRUE,TRUE
-0.425,1.64E-07,mm,TRUE,TRUE
-0.426,1.66E-07,mm,TRUE,TRUE
-0.427,1.69E-07,mm,TRUE,TRUE
-0.428,1.72E-07,mm,TRUE,TRUE
-0.429,1.75E-07,mm,TRUE,TRUE
-0.43,1.77E-07,mm,TRUE,TRUE
-0.431,1.80E-07,mm,TRUE,TRUE
-0.432,1.83E-07,mm,TRUE,TRUE
-0.433,1.86E-07,mm,TRUE,TRUE
-0.434,1.89E-07,mm,TRUE,TRUE
-0.435,1.92E-07,mm,TRUE,TRUE
-0.436,1.95E-07,mm,TRUE,TRUE
-0.437,1.98E-07,mm,TRUE,TRUE
-0.438,2.01E-07,mm,TRUE,TRUE
-0.439,2.04E-07,mm,TRUE,TRUE
-0.44,2.08E-07,mm,TRUE,TRUE
-0.441,2.11E-07,mm,TRUE,TRUE
-0.442,2.14E-07,mm,TRUE,TRUE
-0.443,2.18E-07,mm,TRUE,TRUE
-0.444,2.21E-07,mm,TRUE,TRUE
-0.445,2.25E-07,mm,TRUE,TRUE
-0.446,2.28E-07,mm,TRUE,TRUE
-0.447,2.32E-07,mm,TRUE,TRUE
-0.448,2.35E-07,mm,TRUE,TRUE
-0.449,2.39E-07,mm,TRUE,TRUE
-0.45,2.29E-07,mm,TRUE,TRUE
-0.449,2.21E-07,mm,TRUE,TRUE
-0.448,2.14E-07,mm,TRUE,TRUE
-0.447,2.08E-07,mm,TRUE,TRUE
-0.446,2.04E-07,mm,TRUE,TRUE
-0.445,2.01E-07,mm,TRUE,TRUE
-0.444,1.98E-07,mm,TRUE,TRUE
-0.443,1.94E-07,mm,TRUE,TRUE
-0.442,1.91E-07,mm,TRUE,TRUE
-0.441,1.88E-07,mm,TRUE,TRUE
-0.44,1.84E-07,mm,TRUE,TRUE
-0.439,1.81E-07,mm,TRUE,TRUE
-0.438,1.78E-07,mm,TRUE,TRUE
-0.437,1.75E-07,mm,TRUE,TRUE
-0.436,1.72E-07,mm,TRUE,TRUE
-0.435,1.69E-07,mm,TRUE,TRUE
-0.434,1.66E-07,mm,TRUE,TRUE
-0.433,1.63E-07,mm,TRUE,TRUE
-0.432,1.60E-07,mm,TRUE,TRUE
-0.431,1.57E-07,mm,TRUE,TRUE
-0.43,1.54E-07,mm,TRUE,TRUE
-0.429,1.51E-07,mm,TRUE,TRUE
-0.428,1.48E-07,mm,TRUE,TRUE
-0.427,1.45E-07,mm,TRUE,TRUE
-0.426,1.43E-07,mm,TRUE,TRUE
-0.425,1.40E-07,mm,TRUE,TRUE
-0.424,1.38E-07,mm,TRUE,TRUE
-0.423,1.35E-07,mm,TRUE,TRUE
-0.422,1.32E-07,mm,TRUE,TRUE
-0.421,1.30E-07,mm,TRUE,TRUE
-0.42,1.27E-07,mm,TRUE,TRUE
-0.419,1.25E-07,mm,TRUE,TRUE
-0.418,1.23E-07,mm,TRUE,TRUE
-0.417,1.20E-07,mm,TRUE,TRUE
-0.416,1.18E-07,mm,TRUE,TRUE
-0.415,1.16E-07,mm,TRUE,TRUE
-0.414,1.14E-07,mm,TRUE,TRUE
-0.413,1.11E-07,mm,TRUE,TRUE
-0.412,1.09E-07,mm,TRUE,TRUE
-0.411,1.07E-07,mm,TRUE,TRUE
-0.41,1.05E-07,mm,TRUE,TRUE
-0.409,1.03E-07,mm,TRUE,TRUE
-0.408,1.01E-07,mm,TRUE,TRUE
-0.407,9.88E-08,mm,TRUE,TRUE
-0.406,9.69E-08,mm,TRUE,TRUE
-0.405,9.49E-08,mm,TRUE,TRUE
-0.404,9.30E-08,mm,TRUE,TRUE
-0.403,9.11E-08,mm,TRUE,TRUE
-0.402,8.92E-08,mm,TRUE,TRUE
-0.401,8.74E-08,mm,TRUE,TRUE
-0.4,8.56E-08,mm,TRUE,TRUE
-0.399,8.38E-08,mm,TRUE,TRUE
-0.398,8.21E-08,mm,TRUE,TRUE
-0.397,8.04E-08,mm,TRUE,TRUE
-0.396,7.87E-08,mm,TRUE,TRUE
-0.395,7.70E-08,mm,TRUE,TRUE
-0.394,7.54E-08,mm,TRUE,TRUE
-0.393,7.38E-08,mm,TRUE,TRUE
-0.392,7.22E-08,mm,TRUE,TRUE
-0.391,7.07E-08,mm,TRUE,TRUE
-0.39,6.91E-08,mm,TRUE,TRUE
-0.389,6.76E-08,mm,TRUE,TRUE
-0.388,6.62E-08,mm,TRUE,TRUE
-0.387,6.47E-08,mm,TRUE,TRUE
-0.386,6.33E-08,mm,TRUE,TRUE
-0.385,6.19E-08,mm,TRUE,TRUE
-0.384,6.05E-08,mm,TRUE,TRUE
-0.383,5.92E-08,mm,TRUE,TRUE
-0.382,5.79E-08,mm,TRUE,TRUE
-0.381,5.66E-08,mm,TRUE,TRUE
-0.38,5.53E-08,mm,TRUE,TRUE
-0.379,5.40E-08,mm,TRUE,TRUE
-0.378,5.28E-08,mm,TRUE,TRUE
-0.377,5.15E-08,mm,TRUE,TRUE
-0.376,5.04E-08,mm,TRUE,TRUE
-0.375,4.92E-08,mm,TRUE,TRUE
-0.374,4.80E-08,mm,TRUE,TRUE
-0.373,4.70E-08,mm,TRUE,TRUE
-0.372,4.58E-08,mm,TRUE,TRUE
-0.371,4.47E-08,mm,TRUE,TRUE
-0.37,4.36E-08,mm,TRUE,TRUE
-0.369,4.26E-08,mm,TRUE,TRUE
-0.368,4.16E-08,mm,TRUE,TRUE
-0.367,4.05E-08,mm,TRUE,TRUE
-0.366,3.95E-08,mm,TRUE,TRUE
-0.365,3.85E-08,mm,TRUE,TRUE
-0.364,3.76E-08,mm,TRUE,TRUE
-0.363,3.67E-08,mm,TRUE,TRUE
-0.362,3.57E-08,mm,TRUE,TRUE
-0.361,3.48E-08,mm,TRUE,TRUE
-0.36,3.39E-08,mm,TRUE,TRUE
-0.359,3.30E-08,mm,TRUE,TRUE
-0.358,3.22E-08,mm,TRUE,TRUE
-0.357,3.13E-08,mm,TRUE,TRUE
-0.356,3.05E-08,mm,TRUE,TRUE
-0.355,2.96E-08,mm,TRUE,TRUE
-0.354,2.88E-08,mm,TRUE,TRUE
-0.353,2.81E-08,mm,TRUE,TRUE
-0.352,2.73E-08,mm,TRUE,TRUE
-0.351,2.65E-08,mm,TRUE,TRUE
-0.35,2.58E-08,mm,TRUE,TRUE
-0.349,2.51E-08,mm,TRUE,TRUE
-0.348,2.44E-08,mm,TRUE,TRUE
-0.347,2.36E-08,mm,TRUE,TRUE
-0.346,2.30E-08,mm,TRUE,TRUE
-0.345,2.23E-08,mm,TRUE,TRUE
-0.344,2.16E-08,mm,TRUE,TRUE
-0.343,2.10E-08,mm,TRUE,TRUE
-0.342,2.03E-08,mm,TRUE,TRUE
-0.341,1.97E-08,mm,TRUE,TRUE
-0.34,1.90E-08,mm,TRUE,TRUE
-0.339,1.84E-08,mm,TRUE,TRUE
-0.338,1.79E-08,mm,TRUE,TRUE
-0.337,1.72E-08,mm,TRUE,TRUE
-0.336,1.67E-08,mm,TRUE,TRUE
-0.335,1.60E-08,mm,TRUE,TRUE
-0.334,1.55E-08,mm,TRUE,TRUE
-0.333,1.49E-08,mm,TRUE,TRUE
-0.332,1.43E-08,mm,TRUE,TRUE
-0.331,1.38E-08,mm,TRUE,TRUE
-0.33,1.33E-08,mm,TRUE,TRUE
-0.329,1.27E-08,mm,TRUE,TRUE
-0.328,1.22E-08,mm,TRUE,TRUE
-0.327,1.17E-08,mm,TRUE,TRUE
-0.326,1.12E-08,mm,TRUE,TRUE
-0.325,1.06E-08,mm,TRUE,TRUE
-0.324,1.01E-08,mm,TRUE,TRUE
-0.323,9.67E-09,mm,TRUE,TRUE
-0.322,9.13E-09,mm,TRUE,TRUE
-0.321,8.68E-09,mm,TRUE,TRUE
-0.32,8.18E-09,mm,TRUE,TRUE
-0.319,7.69E-09,mm,TRUE,TRUE
-0.318,7.26E-09,mm,TRUE,TRUE
-0.317,6.74E-09,mm,TRUE,TRUE
-0.316,6.30E-09,mm,TRUE,TRUE
-0.315,5.83E-09,mm,TRUE,TRUE
-0.314,5.35E-09,mm,TRUE,TRUE
-0.313,4.94E-09,mm,TRUE,TRUE
-0.312,4.45E-09,mm,TRUE,TRUE
-0.311,4.04E-09,mm,TRUE,TRUE
-0.31,3.59E-09,mm,TRUE,TRUE
-0.309,3.12E-09,mm,TRUE,TRUE
-0.308,2.72E-09,mm,TRUE,TRUE
-0.307,2.23E-09,mm,TRUE,TRUE
-0.306,1.85E-09,mm,TRUE,TRUE
-0.305,1.43E-09,mm,TRUE,TRUE
-0.304,1.02E-09,mm,TRUE,TRUE
-0.303,6.38E-10,mm,TRUE,TRUE
-0.302,1.73E-10,mm,TRUE,TRUE
-0.301,-2.11E-10,mm,TRUE,TRUE
-0.3,-6.32E-10,mm,TRUE,TRUE
-0.299,-1.04E-09,mm,TRUE,TRUE
-0.298,-1.39E-09,mm,TRUE,TRUE
-0.297,-1.83E-09,mm,TRUE,TRUE
-0.296,-2.18E-09,mm,TRUE,TRUE
-0.295,-2.57E-09,mm,TRUE,TRUE
-0.294,-2.98E-09,mm,TRUE,TRUE
-0.293,-3.32E-09,mm,TRUE,TRUE
-0.292,-3.74E-09,mm,TRUE,TRUE
-0.291,-4.08E-09,mm,TRUE,TRUE
-0.29,-4.47E-09,mm,TRUE,TRUE
-0.289,-4.87E-09,mm,TRUE,TRUE
-0.288,-5.20E-09,mm,TRUE,TRUE
-0.287,-5.62E-09,mm,TRUE,TRUE
-0.286,-5.94E-09,mm,TRUE,TRUE
-0.285,-6.30E-09,mm,TRUE,TRUE
-0.284,-6.67E-09,mm,TRUE,TRUE
-0.283,-6.98E-09,mm,TRUE,TRUE
-0.282,-7.38E-09,mm,TRUE,TRUE
-0.281,-7.70E-09,mm,TRUE,TRUE
-0.28,-8.06E-09,mm,TRUE,TRUE
-0.279,-8.42E-09,mm,TRUE,TRUE
-0.278,-8.71E-09,mm,TRUE,TRUE
-0.277,-9.10E-09,mm,TRUE,TRUE
-0.276,-9.41E-09,mm,TRUE,TRUE
-0.275,-9.75E-09,mm,TRUE,TRUE
-0.274,-1.01E-08,mm,TRUE,TRUE
-0.273,-1.04E-08,mm,TRUE,TRUE
-0.272,-1.07E-08,mm,TRUE,TRUE
-0.271,-1.10E-08,mm,TRUE,TRUE
-0.27,-1.13E-08,mm,TRUE,TRUE
-0.269,-1.17E-08,mm,TRUE,TRUE
-0.268,-1.19E-08,mm,TRUE,TRUE
-0.267,-1.23E-08,mm,TRUE,TRUE
-0.266,-1.25E-08,mm,TRUE,TRUE
-0.265,-1.28E-08,mm,TRUE,TRUE
-0.264,-1.32E-08,mm,TRUE,TRUE
-0.263,-1.34E-08,mm,TRUE,TRUE
-0.262,-1.37E-08,mm,TRUE,TRUE
-0.261,-1.40E-08,mm,TRUE,TRUE
-0.26,-1.43E-08,mm,TRUE,TRUE
-0.259,-1.45E-08,mm,TRUE,TRUE
-0.258,-1.48E-08,mm,TRUE,TRUE
-0.257,-1.51E-08,mm,TRUE,TRUE
-0.256,-1.53E-08,mm,TRUE,TRUE
-0.255,-1.56E-08,mm,TRUE,TRUE
-0.254,-1.58E-08,mm,TRUE,TRUE
-0.253,-1.60E-08,mm,TRUE,TRUE
-0.252,-1.63E-08,mm,TRUE,TRUE
-0.251,-1.65E-08,mm,TRUE,TRUE
-0.25,-1.67E-08,mm,TRUE,TRUE
-0.249,-1.69E-08,mm,TRUE,TRUE
-0.248,-1.71E-08,mm,TRUE,TRUE
-0.247,-1.73E-08,mm,TRUE,TRUE
-0.246,-1.75E-08,mm,TRUE,TRUE
-0.245,-1.76E-08,mm,TRUE,TRUE
-0.244,-1.78E-08,mm,TRUE,TRUE
-0.243,-1.80E-08,mm,TRUE,TRUE
-0.242,-1.82E-08,mm,TRUE,TRUE
-0.241,-1.83E-08,mm,TRUE,TRUE
-0.24,-1.84E-08,mm,TRUE,TRUE
-0.239,-1.85E-08,mm,TRUE,TRUE
-0.238,-1.86E-08,mm,TRUE,TRUE
-0.237,-1.88E-08,mm,TRUE,TRUE
-0.236,-1.88E-08,mm,TRUE,TRUE
-0.235,-1.89E-08,mm,TRUE,TRUE
-0.234,-1.89E-08,mm,TRUE,TRUE
-0.233,-1.90E-08,mm,TRUE,TRUE
-0.232,-1.90E-08,mm,TRUE,TRUE
-0.231,-1.91E-08,mm,TRUE,TRUE
-0.23,-1.91E-08,mm,TRUE,TRUE
-0.229,-1.91E-08,mm,TRUE,TRUE
-0.228,-1.91E-08,mm,TRUE,TRUE
-0.227,-1.91E-08,mm,TRUE,TRUE
-0.226,-1.90E-08,mm,TRUE,TRUE
-0.225,-1.90E-08,mm,TRUE,TRUE
-0.224,-1.90E-08,mm,TRUE,TRUE
-0.223,-1.89E-08,mm,TRUE,TRUE
-0.222,-1.89E-08,mm,TRUE,TRUE
-0.221,-1.88E-08,mm,TRUE,TRUE
-0.22,-1.87E-08,mm,TRUE,TRUE
-0.219,-1.86E-08,mm,TRUE,TRUE
-0.218,-1.85E-08,mm,TRUE,TRUE
-0.217,-1.84E-08,mm,TRUE,TRUE
-0.216,-1.82E-08,mm,TRUE,TRUE
-0.215,-1.81E-08,mm,TRUE,TRUE
-0.214,-1.80E-08,mm,TRUE,TRUE
-0.213,-1.78E-08,mm,TRUE,TRUE
-0.212,-1.77E-08,mm,TRUE,TRUE
-0.211,-1.76E-08,mm,TRUE,TRUE
-0.21,-1.74E-08,mm,TRUE,TRUE
-0.209,-1.73E-08,mm,TRUE,TRUE
-0.208,-1.71E-08,mm,TRUE,TRUE
-0.207,-1.70E-08,mm,TRUE,TRUE
-0.206,-1.69E-08,mm,TRUE,TRUE
-0.205,-1.67E-08,mm,TRUE,TRUE
-0.204,-1.66E-08,mm,TRUE,TRUE
-0.203,-1.64E-08,mm,TRUE,TRUE
-0.202,-1.63E-08,mm,TRUE,TRUE
-0.201,-1.61E-08,mm,TRUE,TRUE
-0.2,-1.60E-08,mm,TRUE,TRUE
-0.199,-1.59E-08,mm,TRUE,TRUE
-0.198,-1.58E-08,mm,TRUE,TRUE
-0.197,-1.57E-08,mm,TRUE,TRUE
-0.196,-1.56E-08,mm,TRUE,TRUE
-0.195,-1.55E-08,mm,TRUE,TRUE
-0.194,-1.54E-08,mm,TRUE,TRUE
-0.193,-1.53E-08,mm,TRUE,TRUE
-0.192,-1.52E-08,mm,TRUE,TRUE
-0.191,-1.51E-08,mm,TRUE,TRUE
-0.19,-1.51E-08,mm,TRUE,TRUE
-0.189,-1.50E-08,mm,TRUE,TRUE
-0.188,-1.49E-08,mm,TRUE,TRUE
-0.187,-1.49E-08,mm,TRUE,TRUE
-0.186,-1.49E-08,mm,TRUE,TRUE
-0.185,-1.49E-08,mm,TRUE,TRUE
-0.184,-1.48E-08,mm,TRUE,TRUE
-0.183,-1.47E-08,mm,TRUE,TRUE
-0.182,-1.48E-08,mm,TRUE,TRUE
-0.181,-1.47E-08,mm,TRUE,TRUE
-0.18,-1.47E-08,mm,TRUE,TRUE
-0.179,-1.47E-08,mm,TRUE,TRUE
-0.178,-1.46E-08,mm,TRUE,TRUE
-0.177,-1.46E-08,mm,TRUE,TRUE
-0.176,-1.46E-08,mm,TRUE,TRUE
-0.175,-1.46E-08,mm,TRUE,TRUE
-0.174,-1.46E-08,mm,TRUE,TRUE
-0.173,-1.46E-08,mm,TRUE,TRUE
-0.172,-1.46E-08,mm,TRUE,TRUE
-0.171,-1.46E-08,mm,TRUE,TRUE
-0.17,-1.46E-08,mm,TRUE,TRUE
-0.169,-1.46E-08,mm,TRUE,TRUE
-0.168,-1.46E-08,mm,TRUE,TRUE
-0.167,-1.46E-08,mm,TRUE,TRUE
-0.166,-1.46E-08,mm,TRUE,TRUE
-0.165,-1.46E-08,mm,TRUE,TRUE
-0.164,-1.46E-08,mm,TRUE,TRUE
-0.163,-1.46E-08,mm,TRUE,TRUE
-0.162,-1.47E-08,mm,TRUE,TRUE
-0.161,-1.46E-08,mm,TRUE,TRUE
-0.16,-1.47E-08,mm,TRUE,TRUE
-0.159,-1.47E-08,mm,TRUE,TRUE
-0.158,-1.46E-08,mm,TRUE,TRUE
-0.157,-1.47E-08,mm,TRUE,TRUE
-0.156,-1.47E-08,mm,TRUE,TRUE
-0.155,-1.47E-08,mm,TRUE,TRUE
-0.154,-1.47E-08,mm,TRUE,TRUE
-0.153,-1.47E-08,mm,TRUE,TRUE
-0.152,-1.47E-08,mm,TRUE,TRUE
-0.151,-1.47E-08,mm,TRUE,TRUE
-0.15,-1.47E-08,mm,TRUE,TRUE
-0.149,-1.48E-08,mm,TRUE,TRUE
-0.148,-1.47E-08,mm,TRUE,TRUE
-0.147,-1.48E-08,mm,TRUE,TRUE
-0.146,-1.48E-08,mm,TRUE,TRUE
-0.145,-1.48E-08,mm,TRUE,TRUE
-0.144,-1.48E-08,mm,TRUE,TRUE
-0.143,-1.48E-08,mm,TRUE,TRUE
-0.142,-1.48E-08,mm,TRUE,TRUE
-0.141,-1.48E-08,mm,TRUE,TRUE
-0.14,-1.49E-08,mm,TRUE,TRUE
-0.139,-1.49E-08,mm,TRUE,TRUE
-0.138,-1.48E-08,mm,TRUE,TRUE
-0.137,-1.49E-08,mm,TRUE,TRUE
-0.136,-1.49E-08,mm,TRUE,TRUE
-0.135,-1.49E-08,mm,TRUE,TRUE
-0.134,-1.49E-08,mm,TRUE,TRUE
-0.133,-1.49E-08,mm,TRUE,TRUE
-0.132,-1.50E-08,mm,TRUE,TRUE
-0.131,-1.49E-08,mm,TRUE,TRUE
-0.13,-1.50E-08,mm,TRUE,TRUE
-0.129,-1.50E-08,mm,TRUE,TRUE
-0.128,-1.50E-08,mm,TRUE,TRUE
-0.127,-1.50E-08,mm,TRUE,TRUE
-0.126,-1.50E-08,mm,TRUE,TRUE
-0.125,-1.50E-08,mm,TRUE,TRUE
-0.124,-1.50E-08,mm,TRUE,TRUE
-0.123,-1.50E-08,mm,TRUE,TRUE
-0.122,-1.51E-08,mm,TRUE,TRUE
-0.121,-1.51E-08,mm,TRUE,TRUE
-0.12,-1.51E-08,mm,TRUE,TRUE
-0.119,-1.51E-08,mm,TRUE,TRUE
-0.118,-1.51E-08,mm,TRUE,TRUE
-0.117,-1.51E-08,mm,TRUE,TRUE
-0.116,-1.51E-08,mm,TRUE,TRUE
-0.115,-1.51E-08,mm,TRUE,TRUE
-0.114,-1.52E-08,mm,TRUE,TRUE
-0.113,-1.51E-08,mm,TRUE,TRUE
-0.112,-1.52E-08,mm,TRUE,TRUE
-0.111,-1.52E-08,mm,TRUE,TRUE
-0.11,-1.52E-08,mm,TRUE,TRUE
-0.109,-1.52E-08,mm,TRUE,TRUE
-0.108,-1.52E-08,mm,TRUE,TRUE
-0.107,-1.52E-08,mm,TRUE,TRUE
-0.106,-1.52E-08,mm,TRUE,TRUE
-0.105,-1.52E-08,mm,TRUE,TRUE
-0.104,-1.53E-08,mm,TRUE,TRUE
-0.103,-1.53E-08,mm,TRUE,TRUE
-0.102,-1.53E-08,mm,TRUE,TRUE
-0.101,-1.53E-08,mm,TRUE,TRUE
-0.1,-1.53E-08,mm,TRUE,TRUE
-0.099,-1.53E-08,mm,TRUE,TRUE
-0.098,-1.53E-08,mm,TRUE,TRUE
-0.097,-1.53E-08,mm,TRUE,TRUE
-0.096,-1.53E-08,mm,TRUE,TRUE
-0.095,-1.54E-08,mm,TRUE,TRUE
-0.094,-1.54E-08,mm,TRUE,TRUE
-0.093,-1.53E-08,mm,TRUE,TRUE
-0.092,-1.54E-08,mm,TRUE,TRUE
-0.091,-1.54E-08,mm,TRUE,TRUE
-0.09,-1.54E-08,mm,TRUE,TRUE
-0.089,-1.54E-08,mm,TRUE,TRUE
-0.088,-1.54E-08,mm,TRUE,TRUE
-0.087,-1.55E-08,mm,TRUE,TRUE
-0.086,-1.54E-08,mm,TRUE,TRUE
-0.085,-1.55E-08,mm,TRUE,TRUE
-0.084,-1.55E-08,mm,TRUE,TRUE
-0.083,-1.55E-08,mm,TRUE,TRUE
-0.082,-1.55E-08,mm,TRUE,TRUE
-0.081,-1.55E-08,mm,TRUE,TRUE
-0.08,-1.55E-08,mm,TRUE,TRUE
-0.079,-1.55E-08,mm,TRUE,TRUE
-0.078,-1.55E-08,mm,TRUE,TRUE
-0.077,-1.56E-08,mm,TRUE,TRUE
-0.076,-1.56E-08,mm,TRUE,TRUE
-0.075,-1.56E-08,mm,TRUE,TRUE
-0.074,-1.56E-08,mm,TRUE,TRUE
-0.073,-1.56E-08,mm,TRUE,TRUE
-0.072,-1.56E-08,mm,TRUE,TRUE
-0.071,-1.56E-08,mm,TRUE,TRUE
-0.07,-1.56E-08,mm,TRUE,TRUE
-0.069,-1.57E-08,mm,TRUE,TRUE
-0.068,-1.56E-08,mm,TRUE,TRUE
-0.067,-1.57E-08,mm,TRUE,TRUE
-0.066,-1.57E-08,mm,TRUE,TRUE
-0.065,-1.57E-08,mm,TRUE,TRUE
-0.064,-1.57E-08,mm,TRUE,TRUE
-0.063,-1.57E-08,mm,TRUE,TRUE
-0.062,-1.58E-08,mm,TRUE,TRUE
-0.061,-1.57E-08,mm,TRUE,TRUE
-0.06,-1.58E-08,mm,TRUE,TRUE
-0.059,-1.58E-08,mm,TRUE,TRUE
-0.058,-1.58E-08,mm,TRUE,TRUE
-0.057,-1.58E-08,mm,TRUE,TRUE
-0.056,-1.59E-08,mm,TRUE,TRUE
-0.055,-1.58E-08,mm,TRUE,TRUE
-0.054,-1.57E-08,mm,TRUE,TRUE
-0.053,-1.57E-08,mm,TRUE,TRUE
-0.052,-1.58E-08,mm,TRUE,TRUE
-0.051,-1.59E-08,mm,TRUE,TRUE
-0.05,-3.26E-09,wm,FALSE,TRUE
-0.051,3.65E-09,wm,FALSE,TRUE
-0.052,8.80E-09,wm,FALSE,TRUE
-0.053,1.22E-08,wm,FALSE,TRUE
-0.054,1.30E-08,wm,FALSE,TRUE
-0.055,1.29E-08,wm,FALSE,TRUE
-0.056,1.26E-08,wm,FALSE,TRUE
-0.057,1.28E-08,wm,FALSE,TRUE
-0.058,1.30E-08,wm,FALSE,TRUE
-0.059,1.31E-08,wm,FALSE,TRUE
-0.06,1.32E-08,wm,FALSE,TRUE
-0.061,1.32E-08,wm,FALSE,TRUE
-0.062,1.32E-08,wm,FALSE,TRUE
-0.063,1.33E-08,wm,FALSE,TRUE
-0.064,1.33E-08,wm,FALSE,TRUE
-0.065,1.34E-08,wm,FALSE,TRUE
-0.066,1.35E-08,wm,FALSE,TRUE
-0.067,1.36E-08,wm,FALSE,TRUE
-0.068,1.37E-08,wm,FALSE,TRUE
-0.069,1.37E-08,wm,FALSE,TRUE
